87,2018-01-14,2018006,02,07,08,09,17,29,11,387617618,11,6856113,172,148381,2073,3000,425081503
88,2018-01-11,2018005,02,20,21,28,31,33,06,354961030,1,10000000,68,371062,782,3000,423934061
89,2018-01-09,2018004,14,18,19,26,30,31,11,349304820,13,6082556,55,319846,1316,3000,358237373
90,2018-01-07,2018003,01,14,16,17,20,31,04,388121442,5,10000000,167,191008,814,3000,384536000
91,2018-01-04,2018002,07,18,24,29,31,33,16,351610618,3,10000000,94,319928,789,3000,338840952
92,2018-01-02,2018001,01,08,11,26,28,31,04,367348082,22,5825255,191,118819,2029,3000,278621134
93,2017-12-31,2017154,05,09,13,15,18,26,05,414241024,11,7280114,141,222351,1358,3000,338693168
94,2017-12-28,2017153,07,11,12,13,18,19,16,372349292,4,10000000,165,190901,989,3000,324719716
95,2017-12-26,2017152,06,10,23,25,26,29,05,367326916,8,7027612,129,157179,1848,3000,270223240
96,2017-12-24,2017151,02,05,07,09,11,27,16,410102286,6,8891264,171,170669,1414,3000,265615770
97,2017-12-21,2017150,06,14,19,20,21,23,08,382821120,9,6900101,82,260684,1721,3000,231409917
98,2017-12-19,2017149,05,08,15,20,27,30,13,389703152,67,5031231,1126,6000,8715,3000,229382406
99,2017-12-17,2017148,04,07,11,14,29,32,12,419003890,18,6272562,274,104498,2210,3000,558628074
100,2017-12-14,2017147,03,07,20,21,25,31,14,397012632,3,10000000,131,255096,1080,3000,585636222
101,2017-12-12,2017146,01,19,25,26,27,33,10,409358700,21,5802209,252,83563,2353,3000,515383281
102,2017-12-10,2017145,02,06,12,17,25,28,12,434698744,31,5380151,458,32163,5310,3000,574055706
103,2017-12-07,2017144,03,14,16,20,31,32,09,394649686,8,6316343,54,243767,1869,3000,696647832
104,2017-12-05,2017143,04,06,09,14,20,29,14,383967718,13,6687672,164,167223,1606,3000,707688280
105,2017-12-03,2017142,08,13,14,18,23,33,06,417715258,6,7643652,149,133069,2355,3000,712354014
106,2017-11-30,2017141,01,06,07,11,13,15,05,374075240,4,7854635,78,182989,1650,3000,698733752
107,2017-11-28,2017140,21,22,25,28,29,30,08,376479116,16,6035870,83,249607,1431,3000,687332768
108,2017-11-26,2017139,02,14,20,24,28,32,16,409744564,6,9828398,92,393619,813,3000,721754472
109,2017-11-23,2017138,01,17,24,28,32,33,02,377937674,6,9039634,79,383509,915,3000,672085896
110,2017-11-21,2017137,05,10,20,23,26,31,03,376184186,7,7917073,146,174824,1569,3000,635431923
111,2017-11-19,2017136,03,07,10,18,21,24,12,401556928,19,5952821,216,104766,2130,3000,614278265
112,2017-11-16,2017135,01,06,07,14,18,26,16,378825098,8,7923669,147,198889,1058,3000,659493336
113,2017-11-14,2017134,04,05,11,14,28,32,04,365781644,13,6040990,99,170869,1824,3000,635172616
114,2017-11-12,2017133,06,15,17,18,23,30,11,400247724,7,8327342,223,130557,1372,3000,662957197
115,2017-11-09,2017132,02,03,05,09,13,28,11,377852842,6,8820665,139,206151,1253,3000,633905850
116,2017-11-07,2017131,01,07,10,11,26,27,11,367788616,25,5513378,131,122466,2893,3000,600864875
117,2017-11-05,2017130,05,13,14,23,25,31,02,401382016,5,10000000,211,161007,937,3000,690570120
118,2017-11-02,2017129,05,06,09,14,21,33,02,334351058,3,10000000,116,229558,783,3000,638652615
119,2017-10-31,2017128,02,06,13,22,29,31,08,323872230,13,5186374,111,27284,2990,3000,588766113
120,2017-10-29,2017127,14,15,21,24,27,32,12,351381232,4,9376343,63,347328,1292,3000,647103220
121,2017-10-26,2017126,01,16,17,21,27,30,16,328800104,8,7757297,63,437666,797,3000,618963440
122,2017-10-24,2017125,01,14,23,25,29,30,03,324821104,6,7793201,133,157511,1550,3000,598302894
123,2017-10-22,2017124,02,06,11,26,28,29,03,352610564,8,6981077,126,157228,1980,3000,582215080
124,2017-10-19,2017123,04,05,06,11,21,31,10,327467830,16,5768364,237,64840,1554,3000,578631376
125,2017-10-17,2017122,11,20,21,22,24,27,15,323216212,4,9322578,52,415632,1044,3000,624823324
126,2017-10-15,2017121,11,18,19,22,24,32,07,344520506,5,7294152,136,105429,2039,3000,597274960
127,2017-10-12,2017120,08,10,15,19,23,28,16,319254526,5,9211061,192,137078,873,3000,590730365
128,2017-10-10,2017119,09,16,21,25,26,31,14,311293858,11,6673237,127,181157,1257,3000,557828271
129,2017-10-08,2017118,08,09,15,22,30,33,16,339910326,12,6730422,123,211027,1054,3000,562212840
130,2017-10-05,2017117,01,02,08,11,14,21,09,277103412,3,8633236,53,257068,1146,3000,565108899
131,2017-10-03,2017116,02,14,20,22,30,32,02,270066216,9,6537998,85,203558,1372,3000,550134702
132,2017-10-01,2017115,04,10,11,25,30,31,01,322048056,6,8233631,128,189470,1141,3000,557069238
133,2017-09-28,2017114,06,12,13,15,18,26,13,321554260,4,9187872,89,235273,1225,3000,533714324
134,2017-09-26,2017113,04,06,16,27,29,33,05,316223542,4,8403060,75,226870,1443,3000,507647724
135,2017-09-24,2017112,03,10,14,16,22,23,11,346255520,2,10000000,76,292461,1344,3000,490214060
136,2017-09-21,2017111,05,10,17,19,29,32,12,317976914,16,5921674,99,186196,1503,3000,443532928
137,2017-09-19,2017110,01,03,12,15,19,23,14,316936062,3,10000000,68,377100,747,3000,482979264
138,2017-09-17,2017109,08,14,16,18,21,23,16,349302018,4,10000000,96,296384,795,3000,436050760
139,2017-09-14,2017108,07,12,14,15,17,20,01,320774192,6,8141359,113,208497,957,3000,390692040
140,2017-09-12,2017107,08,09,15,17,30,32,06,319335446,19,5814695,202,95787,1398,3000,368859616
141,2017-09-10,2017106,12,15,20,25,27,31,02,346574690,4,10000000,82,306613,802,3000,421291764
142,2017-09-07,2017105,03,06,07,12,25,26,07,314223620,29,5091000,254,12987,5050,3000,385864894
143,2017-09-05,2017104,01,14,15,20,23,30,14,310263038,2,10000000,93,265208,776,3000,523607612
144,2017-09-03,2017103,01,21,23,25,31,33,01,347478996,9,7401779,64,422187,856,3000,469614348
145,2017-08-31,2017102,04,08,10,14,18,20,11,315963272,14,5682901,150,79671,1682,3000,455170324
146,2017-08-29,2017101,01,04,11,28,31,32,16,313219868,2,10000000,51,548154,606,3000,498878630
147,2017-08-27,2017100,04,07,08,18,23,24,02,343590604,16,6241187,117,212168,1157,3000,435010976
148,2017-08-24,2017099,02,05,06,16,28,29,04,310565530,27,5455945,142,108367,2109,3000,460398735
149,2017-08-22,2017098,04,19,22,27,30,33,01,314009676,14,5401390,93,75530,2157,3000,561544774
150,2017-08-20,2017097,05,10,18,19,30,31,03,348913966,10,6980859,183,135304,1359,3000,616091250
151,2017-08-17,2017096,02,06,11,12,19,29,06,322973284,14,6270042,165,134701,1755,3000,611617622
152,2017-08-15,2017095,09,10,12,19,22,29,16,317203922,14,6159602,332,61123,1789,3000,632720984
153,2017-08-13,2017094,08,11,13,19,28,31,06,341689810,9,6630843,128,143335,1876,3000,658076283
154,2017-08-10,2017093,07,08,09,15,22,27,12,308248758,39,5290308,238,59464,2259,3000,662712921
155,2017-08-08,2017092,10,18,19,29,32,33,09,308876342,4,9605819,131,175794,909,3000,826577324
156,2017-08-06,2017091,05,07,10,23,28,29,03,337138076,4,8923729,141,139139,1604,3000,795913308
157,2017-08-03,2017090,01,07,10,16,22,33,09,312174318,4,8842613,84,228726,1158,3000,772752284
158,2017-08-01,2017089,11,12,13,16,23,25,12,314842050,2,10000000,69,328347,1026,3000,750483542
159,2017-07-30,2017088,07,09,18,22,23,29,06,346380162,10,6725767,406,53133,1917,3000,702515540
160,2017-07-27,2017087,03,06,13,14,19,28,06,316090948,13,5785674,105,121592,2100,3000,705056937
161,2017-07-25,2017086,03,05,06,13,20,22,07,313250840,5,7211165,73,189312,1592,3000,741969095
162,2017-07-23,2017085,01,05,06,16,25,30,09,340676888,7,6315240,148,77759,2046,3000,736565578
163,2017-07-20,2017084,01,05,11,20,22,24,02,314750766,9,7021235,98,232029,1375,3000,746247204
164,2017-07-18,2017083,03,08,14,20,24,26,12,305712986,13,6005980,161,101535,1885,3000,741221637
165,2017-07-16,2017082,14,18,21,25,28,29,10,340327376,9,6764976,120,165466,1265,3000,770257854
166,2017-07-13,2017081,03,05,14,25,26,30,05,311169340,4,7764217,134,103142,2050,3000,771574680
167,2017-07-11,2017080,01,12,16,20,22,24,08,309113400,10,6418690,103,172171,1272,3000,761168290
168,2017-07-09,2017079,03,07,14,23,25,27,08,338568770,5,7420610,107,141390,2040,3000,772154315
169,2017-07-06,2017078,05,07,18,19,22,24,16,308678006,7,7387529,160,130568,1443,3000,763870919
170,2017-07-04,2017077,01,02,04,15,17,22,14,310153396,4,9715359,93,253513,820,3000,752910976
171,2017-07-02,2017076,01,04,08,09,14,15,13,346391726,7,7321488,115,176634,1550,3000,721042021
172,2017-06-29,2017075,01,03,06,19,21,29,07,320592160,7,6363935,90,132604,1808,3000,711353370
173,2017-06-27,2017074,02,06,16,23,30,31,02,312167868,16,6194147,548,43582,1682,3000,720097616
174,2017-06-25,2017073,03,06,16,23,26,30,14,347269730,9,7099806,173,136548,1358,3000,747555120
175,2017-06-22,2017072,06,11,14,23,26,30,02,321195342,11,6667226,94,243876,1005,3000,740584900
176,2017-06-20,2017071,02,03,06,14,31,32,03,322489468,4,10000000,51,494080,634,3000,745151312
177,2017-06-18,2017070,01,06,14,22,25,26,12,357559628,4,9143511,92,225190,1226,3000,709557056
178,2017-06-15,2017069,02,11,12,23,29,31,05,326172358,3,10000000,98,198460,1535,3000,683978436
179,2017-06-13,2017068,02,06,10,22,30,31,15,320912348,7,8099564,102,265894,662,3000,655631053
180,2017-06-11,2017067,01,03,04,10,18,29,04,356270498,10,7036216,131,194295,1231,3000,630964440
181,2017-06-08,2017066,01,04,06,17,19,26,03,329821920,8,7075823,103,201536,1364,3000,624968496
182,2017-06-06,2017065,02,05,08,10,12,21,07,320800086,14,5907122,181,87705,1985,3000,619300374
183,2017-06-04,2017064,02,10,16,22,24,28,15,351655222,5,9001480,158,158286,1194,3000,654376180
184,2017-06-01,2017063,12,16,20,22,25,31,04,307572084,4,10000000,246,102608,715,3000,624355820
185,2017-05-30,2017062,01,07,22,24,26,31,10,292747704,2,10000000,50,413968,688,3000,588631018
186,2017-05-28,2017061,06,07,12,20,26,27,11,327891234,22,5719289,236,83815,1818,3000,546535704
187,2017-05-25,2017060,05,10,13,24,26,31,04,320553910,4,9226054,113,186993,1178,3000,613018696
188,2017-05-23,2017059,04,08,09,15,19,25,09,306145516,26,5191242,222,27997,3608,3000,586532102
189,2017-05-21,2017058,01,09,13,22,28,32,11,338794650,8,7035961,111,183419,1428,3000,702858272
190,2017-05-18,2017057,18,20,22,23,30,31,16,314697362,9,6821373,71,288597,881,3000,698067117
191,2017-05-16,2017056,13,14,18,19,21,28,06,317424132,8,7367832,184,128686,900,3000,697988120
192,2017-05-14,2017055,07,12,13,20,24,31,05,342200872,20,5718169,109,164717,1901,3000,685895820
193,2017-05-11,2017054,02,03,09,23,28,33,08,315730948,2,10000000,73,227292,1391,3000,746396522
194,2017-05-09,2017053,04,09,11,15,29,31,06,316559816,6,7534369,77,246854,1207,3000,716619576
195,2017-05-07,2017052,07,08,18,24,29,31,07,346847224,5,8409592,182,117087,1613,3000,704802480
196,2017-05-04,2017051,02,05,09,15,24,25,11,315667040,10,6175841,194,75762,1842,3000,682920580
197,2017-05-02,2017050,10,12,20,24,27,29,07,308163776,5,8309640,64,323207,1036,3000,700584945
198,2017-04-30,2017049,01,08,14,15,20,29,10,326777700,7,7636512,113,204154,1317,3000,680077398
199,2017-04-27,2017048,05,08,09,14,15,19,07,317465116,11,5831308,107,106827,2232,3000,664324529
200,2017-04-25,2017047,02,05,08,10,32,33,02,313845556,6,7801881,181,116100,1654,3000,694177440
201,2017-04-23,2017046,04,13,14,23,26,32,10,348845228,6,7608231,95,205912,1661,3000,677946402
202,2017-04-20,2017045,05,07,16,20,21,25,05,320562564,4,9399507,99,222197,1083,3000,664910592
203,2017-04-18,2017044,08,16,19,21,31,32,06,318935018,15,6015002,81,234954,1283,3000,636516015
204,2017-04-16,2017043,08,13,16,23,27,31,08,348879160,4,8333883,170,98055,2115,3000,669647148
205,2017-04-13,2017042,01,02,04,07,10,23,04,326995938,8,7650480,69,384127,909,3000,652974432
206,2017-04-11,2017041,04,10,13,15,22,27,04,322450520,21,5832574,114,191711,1281,3000,634663869
207,2017-04-09,2017040,15,19,23,28,29,33,04,359413424,13,5740931,82,146830,2412,3000,691582671
208,2017-04-06,2017039,02,04,12,14,17,24,15,330405710,1,10000000,109,255711,746,3000,730094377
209,2017-04-04,2017038,01,04,08,13,24,27,05,310673636,5,8797176,191,124253,736,3000,656476865
210,2017-04-02,2017037,11,15,20,22,25,30,05,346434206,7,7634270,102,225979,1576,3000,629265693
211,2017-03-30,2017036,01,02,05,10,24,27,15,340257990,4,10000000,134,212654,772,3000,613555992
212,2017-03-28,2017035,01,06,14,24,28,32,12,342022594,16,5671583,164,81900,2125,3000,568068720
213,2017-03-26,2017034,04,07,08,19,32,33,13,373962682,8,7191847,146,150126,1664,3000,618519064
214,2017-03-23,2017033,05,07,15,20,23,30,15,346477046,12,6829933,205,133897,1094,3000,610298424
215,2017-03-21,2017032,05,08,15,24,27,31,11,346410188,63,5000000,284,6000,6191,3000,609910623
216,2017-03-19,2017031,06,10,16,26,27,29,03,377406752,30,5458217,344,49951,3258,3000,924910650
217,2017-03-16,2017030,01,07,09,20,23,30,02,350487064,5,9250716,81,327987,1040,3000,1037107695
218,2017-03-14,2017029,02,15,21,23,25,30,10,343011048,4,9172154,53,393599,1118,3000,1003660344
219,2017-03-12,2017028,07,08,12,13,22,30,09,377657484,9,6700085,152,125828,2120,3000,977766651
220,2017-03-09,2017027,02,04,11,14,27,30,05,344767540,3,9954368,76,244458,1547,3000,980689536
221,2017-03-07,2017026,03,10,12,19,27,30,08,338217710,30,5346265,385,33727,3651,3000,954816000
222,2017-03-05,2017025,02,15,16,17,22,32,07,372684176,11,6246929,176,97416,2119,3000,1076249141
223,2017-03-02,2017024,09,21,25,26,29,31,13,342020216,6,8107050,120,194190,1026,3000,1093529538
224,2017-02-28,2017023,01,03,04,11,18,22,14,337872226,3,10000000,108,223769,967,3000,1072263213
225,2017-02-26,2017022,02,06,15,16,18,32,15,370988738,4,10000000,63,452069,1014,3000,1029761908
226,2017-02-23,2017021,02,05,10,22,32,33,09,329896520,16,6097279,115,190831,1262,3000,984320688
227,2017-02-21,2017020,04,08,10,12,31,33,10,321450250,4,8928802,87,225793,1238,3000,1016040400
228,2017-02-19,2017019,04,06,08,12,23,25,08,362828374,4,8296217,111,148478,2093,3000,992823572
229,2017-02-16,2017018,01,02,03,17,25,31,09,332385048,5,7041328,91,140201,1633,3000,976565180
230,2017-02-14,2017017,03,07,08,10,22,23,12,329086094,5,7986377,120,155540,1858,3000,973496920
231,2017-02-12,2017016,05,08,16,22,27,29,02,349767606,12,6237727,222,83630,1874,3000,957434232
232,2017-02-09,2017015,01,08,09,14,17,32,01,314977594,4,9713530,101,233343,1003,3000,976589244
233,2017-02-07,2017014,06,08,18,20,23,31,13,307538720,5,8280828,144,142397,1136,3000,944740410
234,2017-02-05,2017013,08,11,28,29,31,33,06,377878424,10,6997500,99,252209,1345,3000,924629020
235,2017-01-26,2017012,10,11,14,15,16,24,07,329120186,9,7016617,80,283586,852,3000,919697751
236,2017-01-24,2017011,10,11,12,23,26,29,16,318019266,11,6835064,229,110184,912,3000,914786466
237,2017-01-22,2017010,05,08,19,25,28,30,07,350388682,30,5251359,231,40805,3466,3000,914275770
238,2017-01-19,2017009,02,06,08,09,15,29,14,318286702,9,6976497,145,153348,1138,3000,1043538642
239,2017-01-17,2017008,07,13,15,27,28,29,13,318368112,10,6455001,165,110227,1884,3000,1039620330
240,2017-01-15,2017007,02,04,05,24,26,33,15,358098002,7,8376630,62,476540,696,3000,1049607797
241,2017-01-12,2017006,02,04,08,26,29,33,08,327823184,4,6946576,70,139041,1762,3000,1019607668
242,2017-01-10,2017005,06,11,12,22,23,30,05,328457210,14,6083962,204,92986,2062,3000,1018195332
243,2017-01-08,2017004,05,13,17,26,27,30,07,361243290,18,5946813,294,72460,1945,3000,1046462778
244,2017-01-05,2017003,01,04,08,15,27,32,16,328263696,3,10000000,80,305874,949,3000,1089595542
245,2017-01-03,2017002,15,19,23,24,25,32,03,333473696,4,10000000,67,391374,754,3000,1046185700
246,2017-01-01,2017001,09,11,14,20,25,26,15,376155592,9,7522351,184,154219,1511,3000,1007519355
247,2016-12-29,2016153,07,09,16,24,25,29,06,342438226,5,7932287,247,74197,2125,3000,990091165
248,2016-12-27,2016152,02,08,09,16,20,22,07,338973816,17,5986457,247,84867,2023,3000,974772214
249,2016-12-25,2016151,06,11,16,20,22,33,07,375311070,11,6923271,130,203422,1583,3000,1013655324
250,2016-12-22,2016150,02,04,05,09,13,21,05,350741078,22,5849327,140,166832,1303,3000,1010476368
251,2016-12-20,2016149,03,20,23,26,32,33,07,342258704,5,7413987,77,195940,1404,3000,1069092085
252,2016-12-18,2016148,01,02,11,20,26,30,14,381634232,10,7088635,158,165240,1511,3000,1060899760
253,2016-12-15,2016147,04,14,18,28,31,32,12,341474648,5,8475931,113,192252,1501,3000,1053462300
254,2016-12-13,2016146,03,07,15,16,17,23,10,344859752,8,7329207,133,175128,1248,3000,1030668248
255,2016-12-11,2016145,01,03,07,12,19,20,06,398955964,8,6264341,157,80531,3096,3000,1019425688
256,2016-12-08,2016144,04,10,12,27,32,33,05,372346108,14,6201501,86,244491,1420,3000,1031610174
257,2016-12-06,2016143,06,09,23,24,25,33,13,378923738,5,9007647,143,175159,1364,3000,1055352355
258,2016-12-04,2016142,01,10,17,21,23,30,12,407120242,11,6818174,85,294116,1361,3000,1025247212
259,2016-12-01,2016141,04,13,15,17,21,24,15,371798444,7,8186439,106,263031,1155,3000,1025247440
260,2016-11-29,2016140,01,02,05,17,26,32,10,360447386,16,5846950,84,201654,1758,3000,998908480
261,2016-11-27,2016139,01,06,19,26,28,30,03,395456724,5,9936561,94,328228,1161,3000,1041642655
262,2016-11-24,2016138,07,16,20,24,25,30,07,350229764,12,6052114,160,98635,2423,3000,998764932
263,2016-11-22,2016137,01,06,09,10,15,32,14,339962622,4,9970303,90,276127,1090,3000,1024045140
264,2016-11-20,2016136,02,07,10,20,27,29,03,396457052,8,7561764,117,218954,1877,3000,989371808
265,2016-11-17,2016135,02,08,10,18,20,33,12,353219786,24,5536282,172,93537,2419,3000,973012992
266,2016-11-15,2016134,11,12,13,14,18,33,13,356409344,8,7841027,107,265516,897,3000,1057618368
267,2016-11-13,2016133,15,16,21,22,27,33,15,397601552,26,5803188,242,107866,1655,3000,1035115770
268,2016-11-10,2016132,05,08,13,19,27,28,07,349399364,37,5063186,358,8163,5300,3000,1107687796
269,2016-11-08,2016131,04,10,18,19,25,27,02,341425796,4,9353816,112,194366,1314,3000,1286258608
